gc_orgID,GCOrg_legal_title,GCOrg_abbreviation,Candidate_infobaseID,Candidate_legal_title,Candidate_status,Candidate_end_fin,MatchScore,SecondBestScore,ReviewReasons
3425,"Staff of the Non-Public Funds, Canadian Forces",,545,"Staff of the Non-Public Funds, Canadian Forces",a,,100,66,
3648,Standards Council of Canada,,312,Standards Council of Canada,a,,100,82,
2293,Statistics Canada,,313,Statistics Canada,a,,100,75,
3426,Statistics Survey Operations,,553,Statistics Survey Operations,a,,100,74,
3629,Telefilm Canada,,315,Telefilm Canada,a,,100,75,
3502,Terry Fox Humanitarian Award Inc.,,316,Terry Fox Humanitarian Award Inc.,a,,100,51,
3423,"The Director, The Veterans’ Land Act",,542,"The Director, The Veterans' Land Act",a,,100,56,
3661,The Federal Bridge Corporation Limited,,148,The Federal Bridge Corporation Limited,a,,100,66,
3700,The Halifax 2011 Canada Games Host Society,,317,The Halifax 2011 Canada Games Host Society,d,2012,100,75,
3643,The Jacques-Cartier and Champlain Bridges Inc.,,194,The Jacques-Cartier and Champlain Bridges Inc.,a,,100,50,
2311,The National Battlefields Commission,,218,The National Battlefields Commission,a,,100,82,
3503,Thunder Bay International Airports Authority Inc.,,318,Thunder Bay International Airports Authority Inc.,a,,100,91,
3504,Thunder Bay Port Authority,,319,Thunder Bay Port Authority,a,,100,89,
3630,Toronto Organizing Committee for the 2015 Pan American and Parapan American Games,,320,Toronto Organizing Committee for the 2015 Pan American and Parapan American Games,a,,100,76,
3506,Toronto Port Authority,,321,Toronto Port Authority,a,,100,87,
3544,Translation Bureau,,323,Translation Bureau,a,,100,54,
3697,Transportation Appeal Tribunal of Canada,,324,Transportation Appeal Tribunal of Canada,t,2014,100,83,
3704,Treasury Board,,326,Treasury Board Secretariat,a,,100,52,
2242,Treasury Board Secretariat,,326,Treasury Board Secretariat,a,,100,59,
3507,Trois-Rivières Port Authority,,327,Trois-Rivières Port Authority,a,,100,80,
3508,TV5 Québec Canada,,328,TV5 Québec Canada,a,,100,75,
3509,Vancouver Fraser Port Authority,,329,Vancouver Fraser Port Authority,a,,100,80,
3510,Vancouver International Airport Authority,,330,Vancouver International Airport Authority,a,,100,89,
3698,Vancouver Organizing Committee for the 2010 Olympic and Paralympic Winter Games,,331,Vancouver Organizing Committee for the 2010 Olympic and Paralympic Winter Games,d,2012,100,76,
3532,"Vanier Institute of the Family, The",,332,"Vanier Institute of the Family, The",t,2012,100,59,
2294,Veterans Review and Appeal Board,,333,Veterans Review and Appeal Board,a,,100,63,
3662,VIA Rail Canada Inc.,,334,VIA Rail Canada Inc.,a,,100,83,
3511,Victoria Airport Authority,,335,Victoria Airport Authority,a,,100,85,
3512,Waterfront Toronto,,336,Waterfront Toronto,a,,100,65,
3513,Wildlife Habitat Canada,,337,Wildlife Habitat Canada,a,,100,75,
3514,Windsor Port Authority,,338,Windsor Port Authority,a,,100,80,
3644,Windsor-Detroit Bridge Authority,,339,Windsor-Detroit Bridge Authority,a,,100,74,
3515,Winnipeg Airports Authority Inc.,,340,Winnipeg Airports Authority Inc.,a,,100,83,
3442,WinSport,,22,WinSport,a,,100,52,
3413,World Anti-Doping Agency,,341,World Anti-Doping Agency,a,,100,60,
3706,Miscarriage of Justice Review Commission,,564,Miscarriage of Justice Review Commission,a,,100,70,
3707,VIA HFR - VIA TGF Inc.,,562,VIA HFR - VIA TGF Inc.,a,,100,58,
3708,Build Canada Homes,,565,Build Canada Homes,a,,100,75,
3709,Defence Investment Agency,,566,Defence Investment Agency,a,,100,80,
3710,Major Projects Office,,567,Major Projects Office,a,,100,58,
3711,Health Emergency Readiness Canada,,568,Health Emergency Readiness Canada,a,,100,75,
